1/6/2024 12:05:57AM | TEMP | 29 | 1/6/2024 12:05:56AM
1/6/2024 12:05:58AM | TEMP | 26 | 1/6/2024 12:05:57AM
1/6/2024 12:05:59AM | TEMP | 20 | 1/6/2024 12:05:58AM
1/6/2024 12:06:00AM | TEMP | 27 | 1/6/2024 12:05:59AM
1/6/2024 12:06:01AM | TEMP | 20 | 1/6/2024 12:06:00AM
1/6/2024 12:06:02AM | TEMP | 22 | 1/6/2024 12:06:01AM
1/6/2024 12:06:03AM | TEMP | 20 | 1/6/2024 12:06:02AM
1/6/2024 12:06:04AM | TEMP | 28 | 1/6/2024 12:06:03AM
1/6/2024 12:06:05AM | TEMP | 29 | 1/6/2024 12:06:04AM
1/6/2024 12:06:06AM | TEMP | 22 | 1/6/2024 12:06:05AM
1/6/2024 12:06:07AM | TEMP | 21 | 1/6/2024 12:06:06AM
1/6/2024 12:06:08AM | TEMP | 21 | 1/6/2024 12:06:07AM
1/6/2024 12:06:09AM | TEMP | 23 | 1/6/2024 12:06:08AM
1/6/2024 12:06:10AM | TEMP | 23 | 1/6/2024 12:06:09AM
